ID,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Wheel,Color,Airbags,Price,Drive wheels_Front,Drive wheels_Rear,Doors_04-May,Doors_>5
45656919,1598,36,855,2008,4,1,1,3.0,213998,6,0,0,12,12,4547,0,0,1,0
45803995,639,23,1232,2014,4,1,1,2.0,38955,4,0,0,12,4,21169,1,0,1,0
45803101,640,23,1122,2013,4,1,1,2.0,80758,4,0,0,12,4,31913,1,0,1,0
45690404,586,56,1000,2012,9,1,2,1.8,118000,4,0,0,7,12,21326,1,0,1,0
45765812,1053,36,517,2014,9,1,1,3.5,146395,6,0,0,7,12,1882,0,1,1,0
45416386,1030,5,138,2010,9,1,5,3.0,102033,6,2,0,1,10,37006,0,1,1,0
45788535,1041,56,327,2018,4,0,5,2.0,23400,4,2,0,13,12,43905,1,0,1,0
45804270,765,27,421,2015,4,1,1,2.0,165000,4,0,0,14,4,45445,1,0,1,0
45770065,1055,36,517,2013,9,1,1,3.5,107800,6,0,0,7,12,5802,0,1,1,0
45809668,2566,16,913,2018,4,1,5,5.0,39576,8,0,0,1,12,7997,0,1,1,0
45809770,777,41,222,2014,9,1,5,2.5,127918,4,0,0,11,12,1960,1,0,1,0
45780172,1030,39,949,2010,4,0,5,2.4,130000,4,0,0,12,6,17562,0,0,1,0
45776798,768,36,1271,2012,6,0,1,2.2,130000,4,1,0,14,0,40456,1,0,1,0
45543501,891,23,545,2016,9,0,5,2.0,62000,4,2,0,1,8,22580,1,0,1,0
45772692,1363,32,687,2012,4,1,5,4.6,255406,8,0,0,1,0,54568,0,0,1,0
44755619,1929,36,302,2001,9,1,5,3.2,247000,6,2,0,1,8,7527,0,1,1,0
45797460,1249,23,715,2017,10,1,1,2.5,100856,4,0,0,12,4,44542,1,0,1,0
45638145,431,16,636,2016,9,1,2,2.0,194974,4,0,0,1,0,8781,1,0,1,0
45653996,2470,36,515,2004,9,1,0,3.2,315994,4,0,0,12,8,15500,0,0,1,0
45782345,1139,21,588,2009,3,0,5,1.3,185000,4,0,1,7,6,8781,1,0,1,0
45523682,1079,56,327,2018,4,1,5,2.0,38712,4,0,0,14,12,10349,1,0,1,0
45803540,765,23,1144,2015,9,1,4,2.0,377149,4,0,0,8,4,9722,1,0,1,0
45812767,934,56,383,2015,9,1,5,2.5,111936,4,0,0,14,12,2509,1,0,1,0
45791970,1249,41,222,2017,9,1,5,2.5,134571,4,0,0,7,12,3293,1,0,1,0
44680685,1139,56,383,2009,9,1,5,2.5,152000,4,3,0,1,4,20385,1,0,1,0
45796775,2534,42,237,2003,10,0,0,1.6,162000,4,1,0,11,4,6272,1,0,1,0
45781876,1929,56,812,2001,4,0,1,4.2,30300,6,1,0,14,4,32929,0,0,1,0
45755978,640,16,636,2013,9,1,2,2.0,91000,4,0,0,14,8,13328,1,0,1,0
45757107,1929,56,1280,2001,9,0,5,1.3,190500,4,0,0,9,4,6899,1,0,1,0
45732121,696,23,1122,2013,4,1,1,2.2,138742,4,0,0,7,4,46919,1,0,1,0
45654788,586,23,545,2012,9,1,5,1.8,135456,4,0,0,14,12,14113,1,0,1,0
45788881,1202,28,936,2017,9,1,5,2.4,30400,4,2,0,14,10,23521,1,0,1,0
45815982,584,23,545,2014,9,1,5,1.8,157760,4,0,0,2,12,2352,1,0,1,0
45744806,966,11,807,2009,9,1,1,2.0,75644,4,0,0,12,4,5959,1,0,1,0
45761900,2470,21,588,2004,3,0,5,1.3,15200,4,0,1,12,4,7213,1,0,1,0
45790151,2470,5,134,2004,9,1,5,3.0,201000,6,2,0,1,8,15053,0,1,1,0
45815192,2352,36,283,2000,9,0,0,2.3,200000,4,1,0,1,12,8781,0,1,1,0
45766615,1935,32,687,2016,4,1,5,4.6,155976,8,0,0,14,0,81539,0,0,1,0
45802217,1091,23,715,2016,7,1,1,2.5,110189,4,0,0,12,4,41387,1,0,1,0
45559860,2160,41,1206,2005,3,1,5,1.5,1111,4,3,1,6,7,8467,1,0,1,0
45809398,770,23,1232,2016,4,1,1,1.7,25000,4,2,0,12,12,45473,1,0,1,0
45760345,925,23,1144,2016,9,1,2,2.0,144000,4,2,0,12,0,35438,1,0,1,0
45793296,764,8,945,2015,4,1,5,2.0,28633,4,0,0,1,4,21796,1,0,1,0
45764483,1399,36,517,2010,9,1,1,3.5,189530,6,0,0,1,12,12388,0,0,1,0
45773942,394,56,383,2014,9,1,2,2.5,0,4,0,0,1,12,5959,1,0,1,0
45769077,1017,36,511,2017,9,1,5,2.0,50930,4,0,0,1,12,22580,0,1,1,0
45771461,1363,32,687,2012,4,1,5,4.6,255406,8,0,0,1,0,54568,0,0,1,0
45445260,1282,5,1309,2008,4,1,1,3.0,213000,6,2,0,1,8,25089,0,0,1,0
45767645,1702,5,126,1998,9,0,0,2.5,233000,6,2,0,2,6,7213,0,1,1,0
45816463,2185,16,1216,1996,2,0,1,2.5,230000,4,1,0,14,2,17249,0,1,0,0
45772528,639,3,194,2014,9,1,5,2.0,279722,4,0,0,1,0,18817,0,0,1,0
45417261,2470,41,875,2004,7,0,0,2.4,150000,4,0,0,12,10,5645,1,0,1,0
45655992,308,56,1000,2014,3,1,2,1.8,151923,4,0,0,14,12,4391,1,0,1,0
45809937,639,8,469,2014,9,1,1,2.0,77192,4,0,0,12,4,15577,1,0,1,0
45731500,862,23,715,2011,7,1,1,2.5,66597,4,0,0,12,4,16151,1,0,1,0
45733291,765,23,1144,2015,9,1,4,2.0,34569,4,0,0,1,4,14906,1,0,1,0
45470139,768,27,830,2012,4,0,5,3.7,170000,6,0,0,7,5,20385,0,0,1,0
45779376,1139,5,1309,2009,4,0,5,3.0,41000,6,2,0,4,8,28225,0,0,1,0
45541332,777,35,889,2014,9,0,5,2.5,125000,4,0,0,7,12,24148,1,0,1,0
45813220,308,56,1000,2014,3,1,2,1.8,208702,4,0,0,7,12,4234,1,0,1,0
45802834,891,23,1122,2016,4,1,1,2.0,99000,4,0,0,12,4,53154,1,0,1,0
45804418,2108,32,804,2009,9,1,5,4.6,188266,4,0,0,1,4,31245,1,0,1,0
45781803,1832,36,1169,2005,6,0,1,2.2,500000,4,2,0,11,1,15681,0,1,1,0
45786236,1929,1,17,2001,9,0,5,2.0,200000,8,1,0,2,4,4500,1,0,1,0
45732838,891,23,1144,2016,9,1,4,2.0,590934,4,0,0,8,4,10036,1,0,1,0
45749193,1475,36,501,1995,9,1,0,2.3,0,4,1,0,2,2,4234,0,1,1,0
45801565,531,23,545,2012,9,1,5,1.6,152000,4,0,0,14,4,19676,1,0,1,0
44672570,697,23,545,2015,9,0,5,1.8,17000,4,0,0,7,0,18189,1,0,1,0
45802743,891,23,1122,2016,4,1,1,2.0,180000,4,0,0,12,4,38445,1,0,1,0
45803439,765,23,1144,2015,9,1,4,2.0,431626,4,0,0,8,4,9252,1,0,1,0
45813453,1712,56,1000,2006,9,0,2,1.5,331139,4,0,0,7,4,11604,1,0,1,0
45809202,833,8,402,2015,4,1,1,2.2,95303,4,0,0,3,4,39085,1,0,1,0
45768937,1736,5,147,2010,3,1,5,4.4,107344,8,0,0,1,12,1019,0,1,1,0
45801910,528,23,545,2014,9,1,1,1.6,142495,4,0,0,14,4,19130,1,0,1,0
45797944,749,23,1144,2014,9,1,5,2.4,111111,6,2,0,14,6,17249,1,0,1,0
45769327,1750,56,726,2008,4,1,2,3.3,269162,6,0,0,12,12,1646,0,0,1,0
45602503,2575,59,698,1993,3,0,0,1.6,110000,4,1,0,12,2,3450,1,0,1,0
45732151,891,23,1122,2016,4,1,1,2.0,120337,4,0,0,1,4,44558,1,0,1,0
45792354,835,5,1305,2011,4,0,1,1.8,70000,4,2,0,14,6,26657,0,0,1,0
45792303,707,28,936,2011,9,1,5,2.0,51425,4,0,0,1,4,11133,1,0,1,0
45806345,586,56,1000,2012,9,0,2,1.8,22400,4,0,0,14,8,17249,1,0,1,0
45434063,2160,21,588,2005,9,0,5,1.3,170000,4,3,1,12,4,9408,1,0,1,0
45754589,1268,56,224,2012,3,0,2,1.5,123000,4,0,1,1,2,10036,1,0,1,0
45811319,1481,5,1309,2017,4,1,1,3.0,98726,6,0,0,14,12,14269,0,0,1,0
45645029,1172,56,726,2011,9,1,2,3.5,368064,6,0,0,7,12,21639,0,0,1,0
45762895,1030,56,383,2010,9,1,5,2.5,85000,6,0,0,7,12,19444,1,0,1,0
45805107,707,23,1232,2011,4,1,1,2.0,191000,4,0,0,14,4,17117,1,0,1,0
45770478,1051,28,936,2016,9,0,5,2.4,74500,4,2,0,4,12,22580,1,0,1,0
45804873,836,23,1232,2010,4,1,1,2.0,118514,4,0,0,7,4,25512,1,0,1,0
45782122,835,56,1000,2011,3,1,2,1.8,124000,4,3,0,7,12,16400,1,0,1,0
45801602,531,23,545,2012,9,1,5,1.6,106400,4,0,0,12,4,20266,1,0,1,0
45758444,1293,16,542,2007,4,0,5,3.5,120000,6,0,0,7,6,5000,1,0,1,0
45794124,1702,21,462,1998,4,0,4,2.0,100000,4,0,1,12,12,6586,0,0,1,0
45776483,609,56,383,2018,9,1,2,2.5,18200,4,3,0,1,8,59586,1,0,1,0
45774892,2185,36,273,1996,9,0,0,1.8,0,4,1,0,11,4,5331,0,1,1,0
45796982,1024,23,715,2010,7,1,1,2.5,45780,4,0,0,1,4,26196,1,0,1,0
45752253,900,21,462,2015,4,1,5,2.4,117158,4,0,0,14,12,12701,1,0,1,0
45732166,891,23,1122,2016,4,1,1,2.0,160931,4,0,0,14,4,43062,1,0,1,0
45779485,1475,36,273,1995,9,0,5,1.8,20000,4,1,0,2,2,3450,0,1,1,0
45797058,777,23,715,2014,7,1,1,2.5,132023,4,0,0,7,4,34905,1,0,1,0
45803578,639,23,1144,2014,9,1,4,2.0,686233,4,0,0,8,4,8781,1,0,1,0
45796990,1091,23,715,2016,10,1,1,2.5,203073,4,0,0,7,4,27463,1,0,1,0
45778908,1929,36,286,2001,9,0,1,2.2,275000,4,0,0,12,4,11604,0,1,1,0
45656681,503,21,424,2012,9,1,2,1.5,146403,4,0,0,14,0,2901,1,0,1,0
45815373,768,24,538,2012,3,1,5,3.3,52000,6,0,0,1,2,31361,0,0,1,0
45802695,836,23,1122,2010,4,1,1,2.0,41124,4,0,0,14,4,17813,1,0,1,0
45813388,2352,42,1347,2000,7,0,5,1.8,11111,4,1,0,12,4,7840,1,0,1,0
45813082,583,23,1253,2011,3,1,5,1.6,55000,4,2,0,1,12,17876,1,0,1,0
45811812,761,56,1000,2010,3,0,2,1.8,200000,4,3,0,14,12,9408,1,0,1,0
45465978,843,56,1000,2008,3,1,2,1.5,147000,4,0,0,6,6,10976,1,0,1,0
45801490,474,8,469,2013,9,1,5,1.4,115000,4,2,0,7,10,17000,1,0,1,0
45730566,831,53,210,2017,4,1,1,1.6,72924,4,0,0,2,4,39458,1,0,1,0
45809667,595,56,224,2015,3,1,5,1.5,33000,4,0,0,11,4,25823,1,0,1,0
45640542,333,16,636,2014,9,1,2,2.0,124493,4,0,0,14,0,4861,1,0,1,0
45757582,1202,27,1084,2017,4,1,5,2.4,43200,4,2,0,7,9,32929,0,0,1,0
45804020,456,32,534,2015,3,1,2,2.5,0,6,2,0,1,8,18189,0,1,1,0
45776496,4241,36,501,1997,9,1,5,2.3,105000,4,0,0,12,4,3763,0,1,1,0
45790825,768,56,1008,2012,9,1,2,1.5,254400,4,0,0,12,12,19130,1,0,1,0
45810540,639,8,945,2014,4,1,1,2.0,177103,4,0,0,14,4,21739,1,0,1,0
45648230,781,56,383,2012,9,1,2,2.5,156518,4,0,0,14,12,3607,1,0,1,0
44555129,1139,5,1309,2009,4,1,1,3.0,220000,6,2,0,1,6,42337,0,0,1,0
45804842,639,23,1232,2014,4,1,1,2.0,101816,4,0,0,14,4,27591,1,0,1,0
45773477,3836,36,273,1999,9,0,5,1.8,0,4,1,0,2,4,8781,0,1,1,0
45759520,397,32,362,2016,3,1,2,1.8,71904,4,0,0,14,0,6743,1,0,1,0
45794575,2470,54,619,2004,4,1,0,2.5,280000,4,0,0,12,4,8467,0,0,1,0
45788298,2352,5,39,2000,9,1,5,2.5,199866,6,1,0,1,8,6899,0,1,1,0
45797585,1185,23,715,2009,7,1,1,2.5,42852,4,0,0,14,4,18189,1,0,1,0
45767735,810,59,971,2016,9,0,5,1.8,50395,4,2,0,1,12,20385,1,0,1,0
45775187,986,56,383,2010,9,1,2,2.4,132000,4,2,0,6,12,12231,1,0,1,0
45802192,777,23,715,2014,7,1,1,2.5,132023,4,0,0,7,4,34905,1,0,1,0
45770522,2160,35,889,2005,9,0,5,3.0,198000,6,1,0,2,0,6586,1,0,1,0
45803551,1076,23,1144,2020,9,1,5,2.0,98,4,0,0,14,4,61781,1,0,1,0
45787511,687,41,785,2010,4,1,5,1.6,89000,4,0,0,14,0,17249,1,0,0,1
45811124,1399,32,1070,2010,4,1,2,3.5,249112,6,0,0,7,0,14426,0,0,1,0
45015198,761,56,1000,2010,9,1,2,1.8,231003,4,0,0,5,10,12388,1,0,1,0
45793881,1286,8,402,2007,4,1,1,2.0,56327,4,0,0,14,4,7213,1,0,1,0
45798068,2534,41,1039,2003,7,0,5,3.5,170000,6,0,0,13,0,12000,1,0,1,0
45761535,1929,36,286,2001,9,1,5,2.4,400000,6,2,0,4,6,8781,0,1,1,0
45803616,781,23,715,2012,7,1,1,2.5,63308,4,0,0,12,4,29163,1,0,1,0
45758907,1282,28,405,2007,4,1,1,2.0,51999,4,0,0,1,4,8154,1,0,1,0
45792208,707,28,936,2011,9,1,5,2.0,41283,4,0,0,1,4,14269,1,0,1,0
45776480,2352,54,619,2000,4,0,0,2.0,200000,4,0,1,14,4,6272,0,0,1,0
45416243,777,54,619,2014,4,1,5,2.5,95000,4,0,0,14,12,26343,0,0,1,0
45738329,1712,36,855,2006,4,1,5,3.5,286000,6,2,0,1,6,22580,0,0,1,0
45786910,271,56,1008,2014,3,0,2,1.5,73000,4,0,0,1,12,19757,1,0,1,0
45804567,836,23,1232,2010,4,1,1,2.0,168126,4,0,0,12,4,21181,1,0,1,0
44958225,2160,42,1347,2005,7,0,5,1.6,287140,4,1,0,14,4,9095,1,0,1,0
45755971,1030,56,1000,2010,3,0,2,1.8,19000,4,0,0,7,6,17562,1,0,1,0
42372005,1266,56,224,2014,3,0,2,1.5,50000,4,0,1,14,4,10100,1,0,1,0
45646343,394,56,383,2014,9,1,2,2.5,179381,4,0,0,1,12,11133,1,0,1,0
45792274,1079,23,545,2018,9,1,5,2.0,61398,4,0,0,1,12,5018,1,0,1,0
45804791,640,23,1232,2013,4,1,1,2.0,124000,4,0,0,12,4,24198,1,0,1,0
45764346,1624,36,517,2009,9,1,1,3.5,109139,6,0,0,1,12,3450,0,1,1,0
45808745,1475,36,276,1995,9,0,5,2.0,0,4,1,0,2,6,7000,0,1,1,0
45730053,530,23,545,2013,9,1,5,1.6,56746,4,0,0,14,4,26149,1,0,1,0
42452805,501,35,885,2014,3,0,5,1.5,62967,4,0,0,2,6,10506,1,0,1,0
45814853,1282,56,816,2008,4,1,1,3.0,170000,6,2,0,12,12,47042,0,0,0,0
45802591,765,23,1122,2015,4,1,1,2.0,148387,4,0,0,14,4,37897,1,0,1,0
45786727,1503,23,545,2013,9,1,5,1.8,16000,4,2,1,1,6,18189,1,0,1,0
45776414,2534,41,1298,2003,4,0,5,3.3,200000,6,1,0,12,10,9095,0,0,1,0
45768926,915,3,200,2014,3,1,5,3.0,140507,6,0,0,12,0,3058,0,0,1,0
45730441,836,53,1058,2012,4,1,1,2.7,80876,4,0,0,1,4,32311,1,0,1,0
45769982,717,5,80,2013,9,1,1,2.0,160000,4,2,0,7,8,29793,0,1,1,0
45767396,1282,59,768,2008,9,0,5,2.5,122400,6,1,0,1,8,10036,1,0,1,0
45802465,915,23,713,2014,9,1,5,3.0,253966,4,0,0,14,4,25205,1,0,1,0
44935144,1023,28,1060,2017,9,0,5,1.6,40000,4,0,0,14,2,17249,1,0,1,0
45755489,1030,56,816,2010,4,1,5,2.7,128000,4,2,0,1,8,53314,0,0,1,0
45787490,1139,21,756,2009,3,0,2,1.3,200000,4,0,1,12,2,10976,1,0,1,0
45649809,1811,32,687,2010,4,1,5,4.6,275240,8,0,0,12,0,15681,0,0,1,0
45636934,1296,56,385,2008,9,1,2,2.4,78490,4,2,0,1,12,17562,1,0,1,0
44094036,765,16,614,2015,9,0,5,2.0,91200,4,0,0,13,10,12858,1,0,1,0
45799983,0,58,30,1983,9,0,5,1.6,10000,4,1,0,6,0,1200,0,1,1,0
45787206,2470,41,1139,2004,1,0,5,3.5,174000,6,2,1,7,6,10976,0,1,0,0
45814821,1099,56,1258,2010,4,1,5,2.7,176437,4,0,0,14,12,1725,0,0,1,0
45788421,2160,23,715,2005,7,0,5,2.4,240000,4,1,0,14,0,9500,0,1,1,0
45804794,765,23,1232,2015,4,1,1,2.0,80687,4,0,0,14,4,39891,1,0,1,0
45807346,1360,36,1101,2013,9,1,5,4.6,197221,8,0,0,12,0,35438,0,0,1,0
45796522,3301,16,1216,1992,6,0,1,2.5,111111,4,1,0,14,0,9408,0,1,1,0
45619724,1017,36,670,2017,4,1,5,2.0,44995,4,0,0,1,0,45787,0,0,1,0
45794923,2470,36,503,2004,9,1,5,2.4,95140,6,2,1,12,8,13799,0,1,1,0
45792407,768,13,404,2012,7,0,5,3.6,160000,6,2,0,1,4,21012,1,0,1,0
45803182,639,23,1144,2014,9,1,4,2.0,430076,4,0,0,12,4,10036,1,0,1,0
45484768,934,56,383,2015,9,0,5,2.5,0,4,2,0,1,8,14113,1,0,1,0
45797692,1024,23,715,2010,7,1,1,2.5,52717,4,0,0,1,4,15063,1,0,1,0
45773579,993,42,233,2006,2,0,1,1.3,27000,16,1,0,1,8,11604,1,0,1,0
45731620,645,56,1000,2011,9,1,2,1.8,63500,4,0,0,12,0,15681,1,0,1,0
45761846,779,56,1046,2013,4,0,5,2.5,900000,4,2,0,6,8,37633,0,0,1,0
45812800,934,56,383,2015,9,1,5,2.5,106989,4,0,0,1,12,2195,1,0,1,0
45814770,2352,39,908,2000,4,1,0,3.5,22300,6,2,0,14,8,10036,0,0,1,0
45261516,891,35,886,2016,9,0,5,2.0,70194,4,0,0,1,8,15053,1,0,1,0
45761328,1935,32,687,2016,4,1,5,4.6,155976,8,0,0,14,0,81539,0,0,1,0
45733205,891,23,1144,2016,9,1,4,2.0,475406,4,0,0,8,4,13172,1,0,1,0
45794910,2352,32,1064,2000,4,1,5,3.0,230000,6,0,0,6,0,8781,0,0,1,0
45749602,394,56,250,2014,9,1,2,2.5,144000,4,0,0,1,12,31361,1,0,1,0
45808076,891,32,917,2016,4,1,5,2.0,68549,4,0,0,14,0,67426,1,0,1,0
45625933,915,5,1309,2014,4,1,1,3.0,0,6,0,0,1,0,7213,0,0,1,0
45785146,1041,56,385,2018,9,1,2,2.5,27484,8,0,0,0,12,38000,1,0,0,1
45801642,629,23,545,2015,9,1,5,1.6,138770,4,0,0,14,4,19707,1,0,1,0
45813679,502,21,424,2013,9,1,2,1.5,118240,4,0,0,14,0,5018,1,0,1,0
45802202,1091,23,715,2016,7,1,1,2.5,120000,4,0,0,1,4,36567,1,0,1,0
45772786,1702,5,126,1998,9,0,0,2.5,212000,6,1,0,12,6,7213,0,1,1,0
45725956,707,53,210,2011,9,1,1,2.0,189966,4,0,0,14,4,17126,1,0,1,0
45792225,764,28,936,2015,9,1,5,2.0,39104,4,0,0,1,4,17249,1,0,1,0
45539139,1266,56,224,2014,3,0,2,1.5,73000,4,3,1,14,4,10349,1,0,1,0
45545175,4241,25,1252,1997,4,1,5,3.2,240000,6,0,0,7,6,14113,0,0,0,0
45797060,836,23,693,2010,1,1,5,2.0,111849,4,0,0,14,4,11099,1,0,1,0
45796038,717,56,383,2013,9,0,2,2.5,152000,4,0,0,14,10,26657,1,0,1,0
45675386,584,36,288,2014,9,1,5,1.8,69000,4,2,0,7,8,29479,0,1,1,0
44155688,308,56,1019,2014,9,0,2,1.8,350000,4,0,0,14,12,19444,1,0,1,0
45763292,777,8,871,2014,9,1,5,2.5,310061,4,0,0,2,12,1725,1,0,1,0
45809769,586,8,469,2012,9,1,5,1.8,130000,4,0,0,1,4,12112,1,0,1,0
45812916,1030,21,588,2010,3,0,2,1.3,155000,4,3,1,14,4,12000,1,0,1,0
45654585,1850,32,1066,2008,4,1,2,3.5,244731,6,0,0,1,12,7997,1,0,1,0
45770188,1399,36,517,2010,9,1,5,3.5,205968,6,0,0,14,12,1646,0,0,1,0
45815980,585,23,545,2013,3,1,5,1.8,279182,4,0,0,11,12,2509,1,0,1,0
45382087,1023,23,1233,2017,4,1,5,2.0,131200,6,2,0,7,8,37633,1,0,1,0
45770572,639,35,369,2014,4,0,5,2.0,8900,4,0,0,2,12,28539,1,0,1,0
45809062,831,8,402,2011,4,1,5,2.4,81344,4,0,0,14,4,23129,1,0,1,0
45618025,1850,36,517,2008,9,1,1,3.5,494317,6,0,0,1,12,3763,0,0,1,0
45815658,2160,56,816,2005,4,0,5,2.7,167000,4,0,0,1,8,36065,0,0,1,0
45694878,2155,39,949,2002,4,0,0,2.4,240000,4,2,0,14,4,8311,1,0,1,0
45803938,836,23,1232,2010,4,1,1,2.0,114000,4,0,0,12,4,11563,1,0,1,0
45794529,789,56,383,2015,9,1,2,2.5,89600,6,0,0,14,10,46101,0,1,1,0
45760764,1714,36,673,2017,4,1,5,3.5,39814,6,0,0,1,0,4077,0,1,1,0
45591747,768,56,1000,2012,9,1,2,1.8,184000,4,3,0,7,12,19757,1,0,1,0
45784613,683,5,79,2014,9,1,5,2.0,127000,4,2,0,1,10,33086,0,1,1,0
45797581,1347,23,715,2008,7,1,1,2.5,66846,4,0,0,12,4,10672,1,0,1,0
45758105,1356,32,688,2014,4,1,5,4.6,146218,8,0,0,1,0,17562,0,0,1,0
45807159,2470,16,1226,2004,6,0,1,2.4,185641,4,1,0,14,4,18503,0,1,0,0
45762520,1273,56,1133,2015,9,1,5,3.5,53014,6,0,0,7,12,10663,1,0,1,0
45810836,1872,8,751,2018,9,1,5,3.6,71194,6,0,0,12,12,3293,1,0,1,0
45771405,1399,36,517,2010,9,1,5,3.5,205968,6,0,0,14,12,1646,0,0,1,0
45715283,562,8,469,2015,9,0,5,1.4,76800,4,2,0,1,10,10976,1,0,1,0
45807073,1823,36,673,2018,4,1,5,3.5,9765,6,0,0,14,12,29793,0,0,1,0
45774206,1604,36,517,2014,9,1,5,5.5,101424,8,0,0,7,12,32302,0,0,1,0
45648799,1399,32,1070,2010,4,1,2,3.5,167222,6,0,0,1,12,5018,0,0,1,0
45533359,683,59,768,2014,9,1,5,1.8,109600,4,3,0,1,6,17562,1,0,1,0
45757727,353,32,362,2015,3,1,2,1.8,94949,4,0,0,14,0,16935,1,0,1,0
45779229,2160,41,1206,2005,3,0,5,1.5,111111,4,0,1,5,6,8467,0,0,1,0
45809879,473,8,469,2014,9,1,5,1.4,121122,4,0,0,14,4,16010,1,0,1,0
45676650,586,56,1000,2012,9,0,2,1.8,193000,4,0,0,7,6,18814,1,0,1,0
45813968,1399,32,1065,2010,4,1,5,3.5,197044,6,0,0,7,12,6115,0,0,1,0
45788554,2160,36,1169,2005,6,0,1,2.2,0,4,1,0,14,2,13485,0,1,0,0
45790905,2470,41,1298,2004,4,0,0,3.3,999999999,6,2,0,1,8,12544,0,0,1,0
45789846,2160,56,1293,2005,7,0,5,1.8,230000,4,0,1,7,8,9408,1,0,1,0
45801666,531,23,545,2012,9,1,5,1.6,112243,4,0,0,14,4,19121,1,0,1,0
44287084,1293,31,1076,2007,4,1,1,3.6,200000,8,2,0,1,12,32929,0,0,1,0
44945332,683,23,545,2014,3,0,5,1.8,68800,8,2,0,11,8,17876,1,0,1,0
45779447,765,36,276,2015,9,1,5,2.0,118400,4,2,0,1,10,59586,0,0,1,0
45748577,835,59,324,2011,9,1,5,2.0,138000,4,1,0,14,6,16621,1,0,1,0
45617608,609,56,383,2018,9,1,2,2.5,35058,4,0,0,14,12,18817,1,0,1,0
45805880,2160,39,949,2005,4,0,5,2.4,164000,4,2,1,1,2,14426,0,0,1,0
45789891,1586,53,1058,2007,4,1,1,2.5,68855,4,0,0,1,4,7527,1,0,1,0
45789973,1090,28,1166,2008,4,1,1,2.0,273421,4,0,0,12,4,6241,1,0,1,0
45649958,394,56,383,2014,9,1,2,2.5,179381,4,0,0,1,12,11133,1,0,1,0
44839957,768,5,79,2012,9,1,5,2.0,0,6,2,0,7,6,23834,0,1,1,0
45796001,1293,56,1000,2007,9,0,2,1.5,336000,4,0,0,1,8,11917,1,0,1,0
45802802,836,23,1122,2010,4,1,1,2.0,50510,4,0,0,12,4,15521,1,0,1,0
45769480,645,23,545,2011,4,1,5,1.8,308501,4,0,0,2,12,2195,1,0,1,0
45803296,640,23,1144,2013,9,1,5,2.0,194210,4,0,0,1,4,16308,1,0,1,0
45801813,3836,36,506,1999,9,0,1,2.7,425000,5,1,0,12,6,12544,0,1,1,0
45787348,2470,39,486,2004,4,1,0,3.0,208000,6,0,1,12,2,22266,0,0,1,0
45785798,2352,41,900,2000,1,0,5,1.0,300000,4,1,0,6,2,4547,1,0,0,0
45810603,0,58,30,1986,9,0,0,1.3,1000,2,1,0,2,0,4704,1,0,1,0
45809638,473,8,469,2014,9,1,5,1.4,127024,4,0,0,1,4,16766,1,0,1,0
45809788,584,21,424,2014,9,1,5,1.8,148640,4,0,0,2,12,2430,1,0,1,0
45757966,2470,21,588,2004,3,0,5,1.3,150000,4,3,1,12,4,7527,1,0,1,0
45804593,1702,16,1216,1998,6,0,1,2.5,326729,4,1,0,7,2,9408,0,1,1,0
45779026,1702,16,1216,1998,6,0,1,2.5,12345,4,1,0,14,2,11604,0,1,1,0
45749268,1929,56,444,2001,9,0,5,1.5,138000,4,0,1,12,2,6586,1,0,1,0
45764455,1324,56,726,2010,9,1,2,3.3,345405,6,0,0,12,12,5645,0,0,1,0
45751294,749,23,1122,2014,4,1,5,2.4,42280,4,0,0,3,12,12701,1,0,1,0
45791916,1249,56,383,2017,9,1,5,2.5,63837,4,0,0,7,12,13799,1,0,1,0
44927837,1293,36,513,2007,9,1,1,3.0,158000,6,0,0,12,0,19757,0,1,1,0
45675591,4241,59,1257,1997,9,0,0,1.8,174000,4,1,0,12,4,4391,1,0,1,0
45797876,1185,23,715,2009,7,1,1,2.5,194280,4,0,0,12,4,17710,1,0,1,0
45760717,1018,5,1309,2011,4,1,1,3.0,213195,6,0,0,3,12,6272,0,0,1,0
45772505,1537,56,726,2009,9,1,2,3.3,318358,6,0,0,1,12,1019,0,0,1,0
45803401,765,23,1144,2015,9,1,4,2.0,587949,4,0,0,8,4,9252,1,0,1,0
45813062,1282,55,1187,2008,3,0,5,1.2,176000,4,0,1,1,2,8467,1,0,0,0
45758421,777,56,1046,2014,4,1,5,2.5,153312,4,0,0,1,0,21953,1,0,1,0
45260848,259,8,1284,2014,3,0,6,1.4,70400,4,0,0,14,8,26030,1,0,1,0
45802248,777,23,715,2014,7,1,1,2.5,32000,4,0,0,7,4,35570,1,0,1,0
45769961,2470,41,1140,2004,9,0,5,2.5,156000,6,0,1,12,6,6272,0,0,1,0
44274435,2534,39,949,2003,10,0,4,2.4,200000,4,0,0,14,0,10036,1,0,1,0
45321534,749,28,936,2014,9,0,5,2.4,136984,4,2,0,14,6,15681,1,0,1,0
45153959,717,28,936,2013,9,0,2,2.4,141452,4,2,0,14,6,17249,1,0,1,0
45634824,640,59,768,2013,9,1,1,2.0,169000,4,0,0,14,12,1411,1,0,1,0
45814255,2534,56,765,2003,3,0,5,1.5,130000,4,0,1,14,4,2500,1,0,1,0
44927509,475,8,469,2012,9,1,5,1.4,122000,4,2,0,14,6,17249,1,0,1,0
